"","LIPNEG16JULY_03-D21_M26","LIPNEG16JULY_09-D21_M3","LIPNEG16JULY_16-D21_M10","LIPNEG16JULY_17-D21_M6","LIPNEG16JULY_21-D21_M5","LIPNEG16JULY_22-D21_M7","LIPNEG16JULY_23-D21_M21","LIPNEG16JULY_33-D21_M15","LIPNEG16JULY_35-D21_M24","LIPNEG16JULY_43-D21_M1","LIPNEG16JULY_44-D21_M2","LIPNEG16JULY_45-D21_M23","LIPNEG16JULY_47-D21_M8","LIPNEG16JULY_49-D21_M19","LIPNEG16JULY_50-D21_M22","LIPNEG16JULY_52-D21_M27","LIPNEG16JULY_54-D21_M20","LIPNEG16JULY_64-D21_M12","LIPNEG16JULY_68-D21_M18","LIPNEG16JULY_78-D21_M11","LIPNEG16JULY_80-D21_M13","LIPNEG16JULY_83-D21_M4","LIPNEG16JULY_87-D21_M25","LIPNEG16JULY_93-D21_M16","LIPNEG16JULY_07-D35_M4","LIPNEG16JULY_10-D35_M6","LIPNEG16JULY_13-D35_M2","LIPNEG16JULY_15-D35_M16","LIPNEG16JULY_18-D35_M12","LIPNEG16JULY_19-D35_M18","LIPNEG16JULY_24-D35_M1","LIPNEG16JULY_34-D35_M19","LIPNEG16JULY_36-D35_M23","LIPNEG16JULY_41-D35_M13","LIPNEG16JULY_55-D35_M22","LIPNEG16JULY_56-D35_M10","LIPNEG16JULY_57-D35_M11","LIPNEG16JULY_58-D35_M20","LIPNEG16JULY_59-D35_M3","LIPNEG16JULY_61-D35_M24","LIPNEG16JULY_66-D35_M21","LIPNEG16JULY_67-D35_M27","LIPNEG16JULY_72-D35_M26","LIPNEG16JULY_73-D35_M5","LIPNEG16JULY_82-D35_M15","LIPNEG16JULY_85-D35_M7","LIPNEG16JULY_86-D35_M25","LIPNEG16JULY_91-D35_M8","LIPNEG16JULY_02-D7_M7","LIPNEG16JULY_04-D7_M27","LIPNEG16JULY_05-D7_M23","LIPNEG16JULY_08-D7_M8","LIPNEG16JULY_11-D7_M18","LIPNEG16JULY_12-D7_M25","LIPNEG16JULY_14-D7_M16","LIPNEG16JULY_20-D7_M10","LIPNEG16JULY_25-D7_M19","LIPNEG16JULY_27-D7_M12","LIPNEG16JULY_38-D7_M21","LIPNEG16JULY_40-D7_M20","LIPNEG16JULY_42-D7_M6","LIPNEG16JULY_46-D7_M13","LIPNEG16JULY_51-D7_M11","LIPNEG16JULY_53-D7_M3","LIPNEG16JULY_60-D7_M2","LIPNEG16JULY_63-D7_M26","LIPNEG16JULY_69-D7_M24","LIPNEG16JULY_70-D7_M15","LIPNEG16JULY_74-D7_M22","LIPNEG16JULY_81-M1_D7","LIPNEG16JULY_84-D7_M4","LIPNEG16JULY_88-D7_M5","LIPNEG16JULY_01-M21","LIPNEG16JULY_06-M3","LIPNEG16JULY_26-M11","LIPNEG16JULY_28-M20","LIPNEG16JULY_29-M4","LIPNEG16JULY_30-M22","LIPNEG16JULY_31-M5","LIPNEG16JULY_32-M13","LIPNEG16JULY_37-M19","LIPNEG16JULY_39-M1","LIPNEG16JULY_48-M27","LIPNEG16JULY_62-M16","LIPNEG16JULY_65-M23","LIPNEG16JULY_71-M26","LIPNEG16JULY_75-M10","LIPNEG16JULY_76-M8","LIPNEG16JULY_77-M2","LIPNEG16JULY_79-M12","LIPNEG16JULY_89-M24","LIPNEG16JULY_90-M7","LIPNEG16JULY_92-M6","LIPNEG16JULY_94-M18"
"Cer-NDS d34:0; Cer-NDS d18:0/16:0; [M+HCOO]-"," 0.295012230","-4.304680496"," 0.391985014"," 0.565264918"," 0.485003348","-1.087928682","-1.562782788"," 0.401722690","-1.128704001"," 0.688719193","-1.234637977","-1.630501827"," 0.556323490"," 0.358978476","-0.002302755"," 0.516520126","-1.228168083"," 0.589627991"," 0.496049593"," 0.371942412"," 0.680481104","-4.320838738"," 0.332444043","-0.012860724","-3.196217279","-4.946629223","-0.494577204","-1.252757803","-1.908202943","-1.131464527","-3.068308324"," 0.511142225","-1.267421680","-0.703277459","-0.110911636"," 0.305986279","-0.218626306"," 0.079787052"," 0.023841828"," 0.411755409"," 0.230857066","-0.085765175"," 0.138538775","-2.207427350","-0.524895428"," 0.091322051"," 0.042486040"," 0.500883475","-0.070057427"," 0.042486040"," 0.230857066"," 0.420599593","-0.027735107","-0.076683695"," 0.253682010","-2.053551134","-1.634094019","-1.742930158","-0.927852212","-0.905733016","-0.604844092"," 0.332444043"," 0.157573138"," 0.165922474","-0.076683695"," 0.627950008"," 0.527254124","-3.452201912","-3.119100560"," 0.017559187","-3.273143705","-2.530510704"," 1.792716822"," 1.730427088"," 2.756409533"," 2.219329908"," 2.839853552"," 2.142568761"," 2.036863733"," 1.891874465"," 2.601515214"," 2.305395769"," 1.273504764"," 1.940195830"," 1.526028146"," 1.744718693"," 1.783828497"," 1.854508698"," 1.490685850"," 2.773915601"," 2.473050735"," 2.036863733"," 1.597554595"," 3.470197343"
"Cer-NDS d36:0; Cer-NDS d18:0/18:0; [M+HCOO]-"," 0.261637616","-1.203879522"," 0.549934964"," 0.894250036"," 0.482438982"," 0.709229378"," 0.636900025"," 0.430116791"," 0.862660051"," 0.728429836"," 0.989908078"," 1.308730201"," 0.528200660"," 0.126739538","-0.206304421"," 0.958335198","-0.086626727","-0.515019955"," 0.405280595"," 0.020333159"," 0.597333131"," 0.286618635"," 0.645511675","-0.852401008","-0.251196450","-0.372814483","-1.496072674"," 0.358237138"," 0.176775712"," 0.280408149"," 0.112528299"," 0.320195637","-3.293094842"," 0.316465242","-0.552469112"," 0.295149787","-0.779319895"," 0.074287437","-0.209775009"," 0.066398347","-0.120953496","-0.176414276","-0.427103399"," 0.027159173","-1.439209515","-0.168183713","-0.446056758"," 0.248923041","-0.473390245"," 0.303905359"," 0.012855384","-0.797653959","-0.304070606","-0.436318142","-0.362788811","-0.033542492"," 0.739887325"," 0.620416315"," 0.853249408"," 0.827248965"," 0.549934964"," 0.227321428"," 0.237567211","-0.057575571","-0.140225290"," 0.482438982"," 0.597333131"," 0.303905359","-6.122551492","-0.578403535"," 0.467832030"," 0.116641009","-0.561215935","-0.882955947"," 1.285869499","-0.033542492"," 1.258233216"," 0.295149787","-0.464906984","-0.041631345"," 0.549934964","-0.007228718","-1.007653254","-0.687282797","-1.517694122","-0.621858668","-0.436318142"," 0.227321428","-1.026615697"," 2.420432338"," 0.681140787"," 0.528200660","-0.696594684"," 2.602978123"
"Cer-NDS d36:1; Cer-NDS d18:0/18:1; [M+HCOO]-","-0.25030920","-2.56263702"," 0.60049378"," 1.36595568"," 1.79742714","-0.68075920","-1.57831405","-0.60780159","-0.29445745"," 0.74844398"," 1.04184489"," 0.83554308","-1.08802967"," 0.54183674","-0.36432059","-0.38605089"," 1.01473561","-0.08021797"," 0.10238284"," 0.60575474"," 1.36318820"," 0.65244694"," 0.85794826"," 0.02978142","-0.85324194","-0.56228893","-0.71065580","-0.93158142","-0.74998998","-1.96041524","-1.08802967"," 0.79832039","-1.81146037"," 2.26233894","-3.10440060","-1.78312982","-2.37722820","-0.59404224"," 0.87181765","-0.79854290"," 1.32910291","-2.03968722","-0.90086707"," 0.28997751"," 0.57631884"," 0.79832039"," 1.10529825"," 1.15038448","-1.37038883","-3.86344122","-0.93158142","-2.61171674","-0.30612849"," 0.95101045"," 0.21210203"," 0.17981438","-1.30837682","-1.69398789","-1.31555436"," 0.66968294","-2.08466507"," 0.79336917"," 1.61536067"," 0.25542101"," 0.30336401"," 0.67397020"," 0.66968294"," 0.43586655"," 1.81756771"," 0.22843174","-0.26353993"," 0.41929102"," 0.64822084"," 0.65665689"," 3.03360824"," 1.11229087"," 2.13458923"," 1.37361973"," 0.24323382"," 0.89419027"," 1.28421825","-0.79854290","-0.41038346"," 0.37901976"," 0.04520931","-2.41930139","-1.07502548"," 0.29480535"," 0.28512842"," 0.57027939"," 2.70125665"," 0.69308318","-0.23240157"," 2.52948689"
"Cer-NDS d38:0; Cer-NDS d18:0/20:0; [M+HCOO]-","-1.56306163","-0.66456672"," 0.79626593"," 1.12370136"," 1.11142686"," 1.08669213"," 0.77994867"," 0.54746787"," 1.36010081"," 1.39970845"," 0.76223132"," 1.11142686"," 0.63582180"," 0.57204709"," 0.51616164"," 0.80715193","-1.36360515"," 0.64280638"," 0.76804358"," 0.86246453"," 0.44437303","-2.48376463","-3.50346752"," 0.34807600","-0.48578499"," 0.30087422","-0.34048322"," 0.48116271"," 0.55917210"," 0.72461269"," 0.42896795"," 0.53548833"," 0.99576460"," 1.57016756"," 0.29381478"," 1.07922275"," 0.14880586"," 0.45951128"," 0.45304071"," 0.54521308"," 0.68425066"," 0.44165026"," 0.47285397"," 0.55917210","-0.22573939"," 0.50872422"," 0.20982453"," 0.78507388","-0.38889363"," 0.47285397","-5.38146430","-0.12961255"," 0.36774184"," 0.46535865"," 0.36247123"," 1.11142686"," 1.09799460"," 0.74952827"," 1.03275947"," 1.41977277"," 1.32829632"," 0.58431573"," 0.60518066"," 0.97641627"," 0.40001629"," 0.54746787"," 1.21773275"," 0.50165861","-3.87493968"," 0.52705779","-6.64874624"," 0.76804358","-0.97758303","-1.29675488","-0.05810767","-0.42097802","-0.09363242","-1.12457013","-0.83351493","-0.10811301","-0.45079624","-1.09113711","-1.87641991","-1.30838413","-2.09813452","-1.14546848","-1.09113711","-0.88832205","-1.27716214"," 1.25791923","-0.86207239"," 0.05127597","-1.05194047"," 1.34978507"
"Cer-NDS d40:0; Cer-NDS d18:0/22:0; [M+HCOO]-","-4.0315349"," 0.3792901"," 1.0679128","-0.2965472","-1.2021933","-1.2806063"," 1.3175211"," 0.8898817"," 1.4440654","-4.4046269"," 1.3332529"," 1.4905068","-1.8244472"," 0.9368234"," 0.9716782"," 1.0915989"," 0.5253738"," 0.9915689"," 0.9219889"," 1.3332529"," 1.7861578"," 1.0026331"," 1.0869652"," 0.6193287"," 0.5711347"," 0.4008864"," 0.2593311","-2.2355340","-3.6521509","-2.4885520","-3.5225096"," 0.8699422","-1.3081579"," 1.8987687"," 0.5233007"," 0.9609113"," 0.6829649"," 0.6583972"," 0.6193287"," 1.3768408"," 1.1262769"," 0.8284000"," 1.1335338"," 0.7652439"," 0.1088024","-2.5141199"," 0.6889355"," 1.2398073"," 0.6829649"," 0.7275662","-3.4963808"," 0.4068397"," 0.6474367"," 0.6829649"," 0.6425126","-3.0389191","-1.2350576","-2.3866880"," 1.2675404"," 1.7861578"," 1.4862606"," 0.9115355"," 0.9421090"," 1.0869652"," 1.0368919"," 0.8399730"," 1.4862606"," 0.8811046"," 1.3646009"," 1.0915989"," 1.5484194"," 0.8606839","-0.6441231","-0.9627707","-0.2847918","-0.3065497"," 0.1035450","-0.9516374","-0.6824245","-0.0845160","-0.4407843","-4.3612421","-1.9308848","-0.7652971","-1.6945806","-1.1202573","-0.7341830","-0.6369572","-1.3530547"," 1.9967305","-0.6207143","-0.5457886","-1.3636780"," 2.0189918"
"Cer-NDS d42:0; Cer-NDS d18:0/24:0; [M+HCOO]-"," 0.946581344","-1.274612542"," 1.351319385","-0.001168063","-1.097964608","-1.641230812"," 1.611689898","-1.106925393","-0.956055750"," 0.415816501","-2.240610049"," 1.952483436","-0.612454477"," 1.254529702"," 1.351319385"," 1.574816695"," 1.539982448"," 1.159026257"," 1.165044221"," 1.516473658"," 0.136656977"," 1.068324520"," 1.159026257"," 1.005802444"," 0.961262941"," 0.844255873","-2.479153181","-1.110524282","-1.496047308","-2.297227535","-0.620950020","-2.094927638","-1.657469294","-0.700498119"," 0.929673941"," 1.324842665"," 0.929673941"," 1.106194068"," 1.001064129"," 1.881133698"," 1.534782036"," 1.068324520"," 2.124098322"," 1.169325659"," 0.581385590","-2.651873483"," 1.196968303"," 1.899422771"," 0.941676616"," 1.019301649"," 1.179014603"," 1.275101671"," 1.070572522","-2.571406759"," 0.788345566"," 1.864585756","-1.695143083","-0.942285770","-2.684250191"," 0.272983372"," 1.675657332"," 1.372482066"," 1.081529124"," 1.372482066"," 1.192574693"," 1.220184942"," 1.985708239"," 1.220184942"," 1.425531140"," 1.469984412"," 1.522872478"," 1.455350309","-0.942285770","-0.853694972","-0.620950020","-0.355048404"," 0.043479934","-4.209765334","-2.818463219"," 0.504511874","-3.241320479","-3.791558624","-4.494307278","-1.155746317","-1.162864036","-1.889939124","-1.002173142","-0.662698253","-1.546196018"," 2.182404210","-0.662698253","-2.754849002","-1.286225422","-0.514259077"
"Cer-NP t42:0; Cer-NP t18:0/24:0; [M+HCOO]-","-2.10255449","-3.00591682"," 0.67649086"," 1.17051891"," 1.12852826"," 1.25192834"," 1.12852826"," 0.89111610"," 1.24486804","-1.30454238"," 1.36284351"," 1.16389295"," 1.25192834"," 0.72477254"," 1.25192834"," 1.33787537","-0.61768392"," 0.97628490"," 0.82877302"," 1.01248890"," 1.55288082"," 0.80276969"," 0.70495803"," 0.69022189","-3.44472586","-4.14590288","-3.93785219"," 0.77009817"," 1.01248890"," 0.64887733"," 0.67649086"," 0.82161163"," 1.32176336"," 1.52844350"," 0.77009817"," 0.85583555"," 0.41065568"," 0.60675100"," 0.61118445"," 1.23784262"," 1.10169846"," 0.92740877"," 1.04734830"," 0.49500571"," 0.40491460"," 0.89111610"," 1.03304469"," 0.92030790"," 0.05254493"," 0.38586332","-1.19818284"," 0.34516917"," 0.55778694","-3.82182726","-2.80227505"," 1.19089343"," 1.16389295"," 0.75149078"," 1.00508086","-0.49245261","-1.26394065"," 0.71186281"," 0.57001510"," 0.57607858"," 0.68354006"," 1.11423860"," 0.82877302"," 0.99733976"," 1.12125851"," 0.53376968","-0.90400578"," 0.39257489","-1.56079104","-1.48976930","-0.68106474","-0.44533577","-0.17044240","-1.37611068","-1.04557568","-0.40904580","-0.23793832","-0.51274600","-1.53690724","-1.75333619","-1.64234894","-1.62408883","-1.95206119","-1.70335297","-2.30488740"," 0.02118274","-1.20206497","-1.03339542","-1.36876922"," 0.84195585"
"Cer-NP t42:1; Cer-NP t18:0/24:1; [M+HCOO]-","-3.36544195"," 0.08051895"," 0.55602312"," 0.81707809"," 0.94301338"," 1.11785501"," 0.73089785"," 0.41811826"," 0.98337123","-1.67413990","-2.01967931","-3.74417782"," 1.00594059"," 0.35679785"," 0.61576720"," 0.67614163"," 0.82874198"," 0.91015562"," 0.50556991"," 0.59722076"," 1.10217122"," 0.77451725"," 0.57787836"," 0.51759095","-0.11958761","-0.08113033"," 0.08051895"," 0.75312688"," 0.57787836"," 0.68356542"," 0.57102891"," 0.62307092"," 0.78892702"," 1.48347725"," 0.47177470"," 0.60186607"," 0.19744401"," 0.43103521"," 0.19228874"," 0.48524156"," 0.69845224"," 0.59722076"," 0.34920070"," 0.49830410"," 0.11974603"," 0.63133843"," 0.73089785"," 0.55602312","-0.25965308","-0.27965051","-4.55207890","-3.81375033","-0.04285680"," 0.01338866"," 0.31748501"," 0.92738033"," 0.88233320"," 0.66083726"," 0.57787836"," 1.44367126","-5.60282936"," 0.49167629"," 0.32821070"," 0.67614163"," 0.57445874"," 0.56300514"," 0.56300514"," 0.60806193"," 0.87457143"," 0.35679785"," 0.95877279"," 0.35679785","-1.28009016","-1.18050390"," 0.60806193","-0.52109795"," 0.26384213","-0.77309715","-0.48981471"," 1.06551506"," 0.38893430","-0.16186267","-1.45437590","-0.52924193"," 0.45205744","-0.99620210","-1.11036866","-1.01460261","-1.31486509"," 0.33511687","-0.40342539","-0.48204046","-1.43069451","-1.82853866"
"Cer-NS d32:1; Cer-NS d18:1/14:0; [M+HCOO]-","-1.52779960","-2.09143946","-0.62914679"," 0.39033742"," 0.74759779","-0.42420308"," 0.09423828","-0.57261708"," 1.78949173"," 1.94673566"," 1.18038645"," 0.67880293"," 2.05766326"," 0.80811939"," 1.27606065","-0.44661524","-0.48747369","-1.19697786"," 0.99430090","-0.43948179","-0.54233402"," 0.19979710","-0.92439842"," 1.00696333","-3.82107518","-3.21926676","-2.50713035","-1.00170566"," 1.55824404"," 0.39378267"," 1.39402667","-0.27945955","-0.12019038"," 1.03555818","-1.93986200"," 0.18021864","-1.09517357"," 1.61028798","-2.85034324"," 0.94627995","-0.15787227"," 1.47306300","-1.39927124","-0.84038600"," 0.98744342"," 0.94105584"," 1.76286155","-0.28303145","-2.74933282","-1.00711805"," 2.12926040","-1.42354831"," 0.51981644","-0.98233321","-1.14060107"," 0.64342123"," 0.05037493","-0.66416215","-1.72823117"," 0.20917711","-0.70420489","-1.30265919","-1.26778939","-1.15876743"," 1.96331602","-1.37741772","-2.12684322","-0.70420489","-2.67098449","-1.18197067","-0.06269110"," 1.18452334","-2.32104575","-2.21156864"," 3.41779649","-1.92245156"," 3.26068186"," 2.93194342"," 2.39647516"," 2.41062552"," 2.72680252"," 2.76830898"," 1.68798391"," 2.15429388"," 2.84778273","-1.19199543"," 2.14888432","-2.34975440","-0.84713230"," 2.96213856"," 2.93194342","-0.61459725","-2.45994154","-1.83026579"
"Cer-NS d33:1; Cer-NS d17:1/16:0; [M+HCOO]-","-1.96648812","-1.26893910","-2.82652059"," 2.11947870","-1.47993344","-3.06621364"," 1.04507401","-2.96246573","-3.13945146","-1.49209319","-0.43481748","-1.47993344","-2.41514307","-1.30961195"," 1.45983336"," 2.36146040"," 0.32217010","-1.18258122"," 1.75276968"," 2.07390201"," 1.55084809"," 0.17536470"," 1.10656852","-1.27884182","-1.53595448","-0.84258087"," 1.56755600","-2.77205262","-0.59039657","-2.52680571","-2.21156414","-1.84403462","-1.87343319"," 0.08192086","-0.53586661","-0.43016356"," 1.35443191"," 0.91153094"," 0.89673737"," 1.42756761"," 0.53667538"," 0.30424035"," 1.76528368","-0.03575204"," 1.61269445"," 1.20557747"," 1.98735005","-0.89407303","-1.91237578","-0.27609172","-2.51982890","-1.68382971","-1.33956667","-1.46784370","-2.45617490","-2.36340343"," 1.76949558","-1.99501895"," 1.60441004","-0.74691032","-0.78986461","-1.14966246"," 1.76949558","-1.60320373"," 0.45132379"," 2.16425613","-0.47108187","-1.98366159","-1.72304250"," 0.99880634"," 0.80257423","-1.59864584","-0.70854917"," 2.26620328"," 3.24965718","-2.00561568"," 3.03112830"," 2.82093649","-2.14268104"," 2.69376861"," 3.15315084"," 2.87215768"," 1.89425470"," 2.35546456"," 2.73151372"," 2.30887262","-2.05171344"," 2.41364426","-0.83167681"," 2.71239117"," 2.96420847","-0.21736155"," 2.27133415","-0.48456731"
"Cer-NS d34:1; Cer-NS d18:1/16:0; [M+HCOO]-"," 0.98520326"," 1.08607017","-0.86197434","-1.98433323","-2.31310749","-1.94837136","-1.98787057","-1.92520517","-0.88110340","-0.56682972","-0.08074187","-2.20348533","-3.57777082","-4.16477390","-3.78148080"," 1.53433610"," 1.41890401"," 1.33086482","-2.35632406"," 1.24077995","-0.44842643"," 1.25170677"," 1.22459151"," 1.12147190"," 1.20470917"," 0.65262871"," 1.08607017","-1.30621210","-2.37920581","-2.66277573","-1.15203015","-1.66705122","-2.41631448","-3.01769333"," 1.40753039"," 1.00710237"," 1.19918693"," 1.11012799"," 1.23541662"," 1.40098103","-1.25782758"," 1.24706207"," 1.26332064"," 1.25712952"," 0.75829315","-3.48721537","-3.71366938"," 1.24706207"," 0.85278403"," 0.99425166"," 1.12147190"," 1.70462072"," 1.05203487"," 1.00710237"," 1.30142207","-2.24599100","-2.08484910","-2.41631448","-2.40549231","-2.52792524","-0.33356652"," 1.36394960","-4.11190496"," 1.22000342","-1.83723364"," 1.56104182","-3.66360062"," 1.20934897"," 1.41890401"," 0.87592987"," 1.35385705"," 1.44353656"," 3.35753148"," 3.30800367","-1.82497378","-1.73850534","-1.21863400","-2.20348533","-1.95677820","-1.86881833","-1.46744133","-2.19543973","-1.93960154"," 3.20193667"," 3.20193667"," 3.26411794"," 3.11216111"," 3.16964550"," 3.11216111"," 3.93006787"," 4.00095803"," 3.45104723"," 3.08157641"," 4.24039714"
"Cer-NS d34:1; Cer-NS d18:1/16:0; [M-H]-"," 1.244177938"," 0.767253954","-1.099012947","-0.052337577","-1.769568118","-1.893451284","-0.223972083","-1.583824550"," 0.702497556"," 0.741649719","-1.421398891","-0.368413822","-0.325574545","-2.241117951","-2.281577077","-2.007370821"," 2.000321645","-0.924753791"," 0.735226793"," 1.538920635"," 0.532320660"," 0.680763300","-0.431553413"," 1.300916608"," 0.263003972","-0.471885698"," 0.763790948","-0.141358728","-0.448379737","-1.649729736","-0.846691001","-2.297381750","-2.662519616","-1.893451284","-0.002176158"," 1.558023638","-1.056104431"," 0.977572612"," 0.098103792","-2.003196576","-1.785751372","-2.133193992"," 0.977572612"," 1.238849578","-0.497611510","-1.194532305","-3.424139575"," 1.482611098","-0.570630845","-1.180656380"," 0.699738873"," 0.658136136"," 0.790759539","-0.921126110"," 0.347034023","-0.638702072","-2.833560892","-1.416735148","-1.737709603"," 0.267633931","-1.064018633"," 1.935304398"," 0.228202108"," 0.509215434","-2.049812674","-1.649729736"," 1.625487553"," 0.386186750"," 2.095997836"," 0.122293573"," 1.563174251"," 0.298286984"," 2.402704480"," 2.600894710","-1.810694131"," 2.654376363","-2.225434314"," 3.211990435","-2.785923732","-4.101469343","-2.151302767","-2.158415691","-2.274287622"," 2.728099338"," 2.640724018"," 2.484255000"," 2.576905961"," 2.690415852"," 2.326821895"," 3.276528077"," 3.233741383"," 2.654376363"," 2.397919348"," 3.691458366"
"Cer-NS d34:2; Cer-NS d18:2/16:0; [M+HCOO]-","-1.041279528"," 0.688946765"," 0.440503003","-0.964763087","-0.349144500","-0.809934910","-0.202759671","-2.064390585","-2.044477093"," 0.530911114","-3.625270523","-1.659334887"," 0.020898023","-1.248958024","-0.004977037"," 0.640350813","-0.228308914"," 0.288556901","-1.851151736","-1.041279528"," 1.454091111"," 0.566033931"," 0.140531017"," 0.579185946"," 0.259352701","-0.488902290","-1.402082221","-2.687995989","-0.850591304"," 0.419633585","-1.783042884","-2.572257647"," 0.252660592","-3.075010190"," 0.504517712","-0.910265195"," 0.446093693","-0.702011206","-0.898952683","-0.586920989","-3.075010190"," 0.741169473"," 0.586204165","-1.462068347"," 0.329094314"," 0.114303780"," 0.500177408","-0.565422520","-0.192411605","-1.074821539"," 1.116619570","-2.412726764","-2.197921996","-2.262471827","-0.276492876","-2.153422102","-1.294855772","-0.764929611","-0.135003506","-2.080301942","-2.363148758"," 1.040947697"," 0.320678581"," 0.640350813","-1.286575062","-0.657742425","-0.993538435","-1.026721820","-2.072088648"," 0.394415663"," 0.110489867","-2.021463488"," 1.727242612"," 2.222024420"," 3.327284101","-0.302170129"," 3.146787879"," 3.063501491"," 2.244186959"," 2.178583661"," 2.604838062"," 2.277877942"," 1.708426748"," 2.008176367"," 2.502862164"," 2.255758065"," 2.308532970"," 2.244186959"," 2.139164220"," 2.072502961"," 3.162810200"," 2.226683561"," 1.983470055"," 3.233752354"
"Cer-NS d35:1; Cer-NS d18:1/17:0; [M+HCOO]-"," 0.03384001","-1.30436177","-0.24634343"," 1.41530712"," 1.09975245"," 1.09223108"," 1.18783934"," 0.53653598"," 1.18113515","-1.30436177","-1.47562277","-2.10023743"," 0.39735371"," 0.29200880"," 0.09056611"," 1.05898509"," 1.30732740"," 0.21650402"," 0.22041088"," 1.12830159"," 1.67484901"," 0.63665520"," 0.79386942","-2.24805055","-1.21449740","-0.08925153","-0.16900659","-2.33452251","-0.51779182"," 0.98949763","-0.28384763"," 0.23667593"," 1.45025771"," 0.77387026","-1.05201093"," 1.32835824","-0.74970903"," 0.95200365"," 0.09056611"," 0.06972122","-0.25584075"," 0.77006021"," 0.32027049","-2.17497966","-0.23330046","-0.07515390"," 0.75181849","-0.25135216","-2.98443702","-2.49121037","-2.00242678","-2.57671434","-0.76700881","-3.22887433"," 0.37562465"," 0.85562718"," 0.66802817","-2.28225930"," 0.54558944","-0.68418675","-0.55958312","-0.04899401"," 0.92415390","-1.33996213"," 0.27992434"," 0.71211221"," 0.71886096","-2.84344507"," 0.87024991","-0.53534521"," 1.16255866","-0.51313569","-0.19511388"," 1.13760392"," 1.40269301"," 1.28367973"," 1.94226059"," 0.77766790"," 0.78777053"," 1.01492845"," 1.84138871"," 1.62545906","-0.26034670"," 0.71886096"," 0.27253725","-1.29801279","-1.32293502"," 0.22041088","-2.18256438"," 1.35985169"," 1.26081931","-0.50076908"," 1.01492845"," 0.82740469"
"Cer-NS d36:1; Cer-NS d18:1/18:0; [M+HCOO]-","-0.389760081","-4.886272945"," 0.138163434"," 0.631020714"," 0.469046295"," 0.504904755"," 0.063843978"," 0.138163434","-2.117102189","-2.743520694","-1.560614577","-2.117102189"," 0.243777641","-0.244642985"," 0.052624597"," 0.504904755"," 0.617625859","-0.194996794"," 0.310042587","-0.128774206"," 0.548716857","-0.004067221"," 0.155473054","-0.412128898","-0.412128898","-0.423927667","-5.145214172"," 0.375192039"," 0.113718267"," 0.361278418"," 0.218749940"," 0.138163434"," 0.277108376","-2.695832130","-0.117676843","-0.056232813","-0.286138574"," 0.009649774"," 0.033651909"," 0.009649774"," 0.249868540"," 0.232643984","-0.228291242","-0.141362899","-0.378121143"," 0.016149407"," 0.094413881"," 0.170005867","-0.702585359","-4.100207324","-0.122917289","-0.488253614","-0.321851055","-0.466287128","-0.545316103"," 0.063843978"," 0.208413084"," 0.504904755"," 0.184367277"," 1.167666061","-2.311758208","-0.086226144","-0.080966321","-4.230079900","-0.074803888"," 0.170005867"," 0.232643984"," 0.142498963"," 0.337370147","-0.222993108"," 0.397018141"," 0.224794816"," 0.688062026"," 1.061190588"," 2.028046802"," 1.233928129"," 1.979275049"," 1.398199129"," 0.830372003"," 0.631020714"," 1.504061547"," 1.456935615"," 0.430229284"," 0.839703978"," 0.504904755"," 0.735329665"," 1.300513552"," 1.051029453"," 0.475604272"," 2.400958837"," 1.965051555"," 1.123994959"," 1.740810433"," 2.746853615"
"Cer-NS d36:2; Cer-NS d18:1/18:1; [M+HCOO]-"," 1.99391154","-0.33512853","-1.66255431","-2.95658141","-3.21395680","-3.08004849","-2.83168795","-2.29721090","-1.89564059"," 1.91785116"," 0.96912436","-0.04431596","-0.76418324","-1.61394743","-2.03025682"," 1.45617816","-0.25512166","-0.86947973","-1.50902135"," 1.44626183"," 2.53497788"," 1.86619830"," 0.63012807"," 1.23146908"," 1.78289509","-0.68827625","-0.20873859","-2.80813610","-2.74779098","-1.78751167","-1.64032211","-2.80813610","-2.49462472","-0.02716323"," 0.75173410","-1.47032744","-0.78968461"," 1.40527152","-0.47180654","-0.19050607","-0.09508274","-0.12707811","-0.79831739"," 1.26696970","-0.58678169"," 0.76649700","-1.89564059","-2.95658141"," 0.44809227","-1.05405889"," 1.53640142"," 1.87627658","-0.33512853","-0.60719641","-0.45340767","-2.60856093","-1.96280421","-3.53286970","-2.27586322"," 1.41086247"," 0.99426818"," 1.32714205","-0.83559936","-2.24579058"," 0.59945723","-0.60312550","-1.43736494","-2.38109145"," 2.25982261"," 0.78959185"," 2.19123297"," 1.54387540"," 2.08995613"," 2.16018078"," 1.34557638"," 0.73595072"," 0.66552916"," 1.09691500","-0.84011792"," 0.31085019"," 0.33978935"," 0.32259651","-0.11755873"," 2.05467916"," 2.99999744"," 2.35123946"," 2.70867558"," 1.88197625"," 1.97917357"," 2.78252477"," 4.47247365"," 2.32612672"," 2.44781262"," 1.17366533"
